"StartDate","EndDate","Status","IPAddress","Progress","Duration__in_seconds_","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q39","C1_Car_Usage","C2_Car_type","C3_Travel_Distance","C4_Public_Transport","Q74","C5_Air_Travel","C4_Public_Transport2","E1_Electricity_Usage","E2_Electricity_bill_1","E3_natural_gas_bill_1","H2_Heating_type","H3_Housing","H4_Housing","H4_Housing_4_TEXT","F1_Cooking_Equipment","F1_Cooking_Equipment_4_TEXT","F3_Q28_1","F3_Q28_2","F3_Q28_3","F3_Q28_4","W1_Q30_3","CL1_Q31","CL2_Q35","Q43","Q42","Q42_4_TEXT","Q44_1","Q44_2","Q44_3","Q44_4","Q73_1","Q73_2","Q73_3","Q73_4","Q73_5","Age","Gender","Q40","Q41","Q75","Family_size_6","Family_size_14","Family_size_15","US_Zip_Code"
2024-05-21 06:02:59,2024-05-21 06:09:35,0,"174.170.100.132",100,395,1,2024-05-21 06:09:36,"R_3QmRqyqSGrNoAQQ","","","","","29.8478","-95.6599","anonymous","EN",4,4,3,2,4,3,2,4,3,300,130,1,2,2,"",2,"",7,0,7,10,50,4,"3",3,3,"",6,2,6,6,6,6,6,4,4,6,2,5,3,2,"1","0","0","77449"
2024-05-21 06:05:08,2024-05-21 06:10:11,0,"98.38.178.14",100,303,1,2024-05-21 06:10:12,"R_5KRxjZaRJJT2GhX","","","","","40.5447","-105.1069","anonymous","EN",4,2,3,2,5,4,3,5,3,250,160,1,4,2,"",1,"",14,0,2,14,150,4,"18",4,1,"",7,4,2,6,1,2,4,6,4,5,1,5,6,2,"2","1","0","80528"
2024-05-21 06:06:34,2024-05-21 06:10:23,0,"184.56.188.109",100,228,1,2024-05-21 06:10:24,"R_71Z37MHv2UJqWSH","","","","","37.6451","-84.7703","anonymous","EN",4,5,3,4,3,4,2,5,1,62,33,4,1,1,"",2,"",13,5,5,12,37,4,"3 to 4",3,3,"",2,1,2,2,1,1,1,1,1,5,1,6,2,3,"2","0","1","40422"
2024-05-21 06:07:27,2024-05-21 06:11:06,0,"64.92.45.77",100,219,1,2024-05-21 06:11:07,"R_39odL637MEC0FsR","","","","","29.7388","-95.8309","anonymous","EN",4,5,3,2,5,4,2,5,4,261,0,2,2,2,"",2,"",8,2,0,9,49,3,"3",3,3,"",7,7,7,6,6,7,6,2,4,4,1,5,3,1,"2","0","1","77493"
2024-05-21 06:06:54,2024-05-21 06:11:19,0,"96.29.132.148",100,265,1,2024-05-21 06:11:20,"R_1cstzb9Fhez7IZj","","","","","38.2634","-85.673","anonymous","EN",4,5,3,2,5,4,1,5,3,122,0,1,2,3,"",2,"",4,2,2,4,0,3,"2",6,2,"",7,6,6,6,7,7,6,7,6,4,1,3,3,1,"2","0","0","40206"
2024-05-21 06:06:36,2024-05-21 06:11:49,0,"72.216.184.183",100,313,1,2024-05-21 06:11:50,"R_5vljCrJJIMHDI2A","","","","","33.6262","-112.0074","anonymous","EN",4,5,2,3,5,4,2,5,3,200,0,2,2,2,"",2,"",14,1,3,7,62,3,"2",3,3,"",4,2,2,2,2,2,2,1,2,5,2,6,3,1,"1","0","0","85032"
2024-05-21 06:07:08,2024-05-21 06:12:39,0,"75.142.161.15",100,331,1,2024-05-21 06:12:40,"R_1lE7X67sTv5MCA6","","","","","32.7616","-97.1816","anonymous","EN",4,5,3,4,4,3,5,5,4,102,47,1,3,2,"",2,"",9,1,4,11,85,3,"5",3,3,"",6,2,4,6,4,1,4,2,2,3,1,6,6,2,"2","0","0","76040"
2024-05-21 06:09:01,2024-05-21 06:12:40,0,"96.37.124.100",100,219,1,2024-05-21 06:12:41,"R_6uBWgbfTQ7vt5YZ","","","","","42.6241","-88.6266","anonymous","EN",4,4,3,1,5,4,1,5,2,116,81,1,4,2,"",2,"",3,0,2,7,63,3,"5",1,2,"",7,7,7,6,6,7,7,6,6,3,1,5,5,2,"2","1","0","53115"
2024-05-21 06:01:35,2024-05-21 06:13:36,0,"69.59.122.110",100,721,1,2024-05-21 06:13:37,"R_3Eu3BByXD3w1ppD","","","","","32.0905","-96.471","anonymous","EN",4,2,3,1,5,4,1,5,4,148,0,3,2,1,"",2,"",4,7,0,6,1,4,"1",2,2,"",7,7,7,7,7,1,7,4,7,5,2,4,1,3,"1","1","0","75110"
2024-05-21 06:10:01,2024-05-21 06:14:08,0,"216.147.80.191",100,246,1,2024-05-21 06:14:08,"R_30hL1e2VlvD5j9W","","","","","33.0787","-83.2376","anonymous","EN",4,2,3,2,5,4,2,5,2,0,0,4,3,2,"",2,"",6,0,0,3,1,4,"1",2,2,"",7,7,7,6,4,6,4,6,4,3,2,5,1,3,"1","0","0","31061"
2024-05-21 06:10:12,2024-05-21 06:14:43,0,"70.113.96.205",100,271,1,2024-05-21 06:14:44,"R_6vdFKXQcB4XUNnW","","","","","30.5154","-97.6689","anonymous","EN",4,5,3,2,4,1,2,5,2,175,0,2,2,1,"",2,"",8,2,7,7,55,3,"2",1,2,"",7,7,7,6,6,6,6,6,6,4,2,5,3,2,"2","0","0","78664"
2024-05-21 06:09:17,2024-05-21 06:14:52,0,"24.167.49.227",100,334,1,2024-05-21 06:14:52,"R_3F4lknCilAi0oxa","","","","","26.2823","-98.1825","anonymous","EN",4,4,3,4,5,4,1,5,4,160,0,4,3,2,"",2,"",12,0,5,14,40,4,"4",4,1,"",7,7,6,7,6,7,6,4,6,5,2,5,1,2,"1","1","0","78539"
2024-05-21 06:12:10,2024-05-21 06:15:01,0,"98.161.182.11",100,170,1,2024-05-21 06:15:01,"R_7KBZdlokgQNgcW4","","","","","32.246","-110.9177","anonymous","EN",4,1,NA,NA,4,1,1,5,4,60,25,1,2,2,"",2,"",8,2,2,7,71,3,"3",6,2,"",7,6,7,7,6,6,1,2,2,3,2,2,1,1,"4","0","0","85756"
2024-05-21 06:06:55,2024-05-21 06:15:22,0,"107.77.196.231",100,507,1,2024-05-21 06:15:23,"R_6NFdItueckOC7jh","","","","","32.7797","-96.8022","anonymous","EN",4,4,3,1,5,4,1,5,1,81,60,2,1,1,"",2,"",7,0,0,1,41,5,"5",5,1,"",4,4,4,4,4,4,4,4,4,3,1,5,3,1,"2","0","0","80903"
2024-05-21 06:09:35,2024-05-21 06:15:30,0,"216.227.248.208",100,354,1,2024-05-21 06:15:30,"R_37YVQvXmPng5bHP","","","","","30.0524","-95.3707","anonymous","EN",4,4,3,1,4,1,2,5,2,125,89,2,3,2,"",1,"",4,1,2,2,109,3,"2",1,2,"",7,7,7,6,7,4,4,2,2,3,2,6,5,1,"2","2","0","77068"
2024-05-21 06:11:03,2024-05-21 06:16:37,0,"74.129.197.183",100,334,1,2024-05-21 06:16:38,"R_3qxQj5hFlR6Obz4","","","","","38.1842","-85.8375","anonymous","EN",4,1,NA,NA,2,2,2,4,3,75,75,1,2,2,"",1,"",4,7,4,5,125,4,".5",6,2,"",7,7,7,7,7,7,7,7,7,4,2,5,3,1,"1","0","1","40212"
2024-05-21 06:12:05,2024-05-21 06:16:44,0,"24.14.139.91",100,278,1,2024-05-21 06:16:45,"R_3O7HKX8ETqQoXlJ","","","","","41.892","-87.6416","anonymous","EN",4,1,NA,NA,1,2,2,3,1,39,0,1,1,1,"",2,"",3,8,6,1,40,4,"2",6,2,"",7,7,7,6,6,4,2,6,4,4,1,5,2,1,"1","0","0","60601"
2024-05-21 06:13:45,2024-05-21 06:16:50,0,"173.174.162.192",100,184,1,2024-05-21 06:16:50,"R_1RlIVMhiD92VxVL","","","","","29.5551","-98.7442","anonymous","EN",4,5,3,1,5,4,2,5,3,238,77,2,4,2,"",1,"",7,0,0,7,86,1,"4",5,1,"",6,2,4,4,2,4,1,1,2,5,1,5,6,1,"2","2","0","78253"
2024-05-21 06:12:07,2024-05-21 06:17:13,0,"75.166.142.111",100,306,1,2024-05-21 06:17:13,"R_3KkLL5wYHLsPNE5","","","","","39.6402","-104.9621","anonymous","EN",4,3,3,1,4,1,2,4,2,91,90,1,2,2,"",2,"",2,5,10,8,40,4,"3",1,2,"",7,7,7,7,7,7,6,7,6,4,2,5,4,2,"2","0","0","80113"
2024-05-21 06:09:58,2024-05-21 06:17:13,0,"35.148.121.2",100,435,1,2024-05-21 06:17:14,"R_1lB3qKWwbbfOYsH","","","","","43.0334","-89.4512","anonymous","EN",4,4,2,2,5,4,2,5,2,50,100,1,4,2,"",2,"",12,0,8,14,50,3,"5",1,2,"",7,7,7,7,6,7,2,6,6,4,2,5,5,2,"2","3","0","53711"
2024-05-21 06:13:59,2024-05-21 06:17:39,0,"73.136.235.238",100,220,1,2024-05-21 06:17:40,"R_50hPWBb2w21dy45","","","","","29.8331","-95.7498","anonymous","EN",4,4,3,1,5,4,2,5,1,162,30,2,2,2,"",1,"",9,1,1,7,34,3,"4",4,1,"",4,6,4,4,6,6,2,2,2,4,1,5,3,2,"2","0","0","77070"
2024-05-21 06:12:53,2024-05-21 06:18:12,0,"68.206.7.86",100,319,1,2024-05-21 06:18:12,"R_67OO6mvp2SqDQyw","","","","","30.0959","-94.1689","anonymous","EN",4,5,3,2,5,4,2,5,4,300,0,2,4,2,"",2,"",6,0,11,14,100,5,"6",4,1,"",6,4,4,4,4,4,4,2,4,6,2,6,5,2,"2","0","0","77706"
2024-05-21 06:12:21,2024-05-21 06:18:14,0,"209.225.100.42",100,352,1,2024-05-21 06:18:14,"R_6rNHLYQxB0P0h3M","","","","","42.6941","-87.9003","anonymous","EN",4,1,NA,NA,5,4,2,5,2,100,47,1,4,2,"",1,"",11,1,3,14,53,4,"6",3,3,"",6,4,6,6,6,6,6,6,6,5,1,3,6,2,"2","3","0","53105"
2024-05-21 06:12:02,2024-05-21 06:18:14,0,"67.167.13.89",100,371,1,2024-05-21 06:18:14,"R_7hHbUhJ2a99c7bH","","","","","41.64","-88.0717","anonymous","EN",4,4,3,2,4,1,1,4,2,110,100,1,2,2,"",1,"",7,1,1,7,30,4,"1",3,2,"",7,7,7,7,7,7,4,4,4,3,2,5,2,2,"1","0","0","60446"
2024-05-21 06:14:11,2024-05-21 06:18:32,0,"98.16.14.158",100,261,1,2024-05-21 06:18:33,"R_5EpPTtRetVWdckx","","","","","31.4559","-82.8564","anonymous","EN",4,2,3,2,5,4,1,5,2,11,0,2,2,2,"",2,"",1,2,2,1,50,5,"2",6,2,"",7,7,7,7,7,7,6,6,7,6,2,4,1,3,"1","0","0","30453"
2024-05-21 06:13:07,2024-05-21 06:19:02,0,"50.115.149.66",100,355,1,2024-05-21 06:19:03,"R_1va2zRlgX1flyxj","","","","","38.7127","-95.0868","anonymous","EN",4,2,3,1,5,4,1,5,4,248,0,2,4,2,"",2,"",14,0,0,14,50,3,"8",5,1,"",2,2,4,4,6,6,4,2,6,4,2,3,4,3,"2","4","0","66092"
2024-05-21 06:11:27,2024-05-21 06:19:03,0,"73.6.21.15",100,455,1,2024-05-21 06:19:03,"R_7kLXG4bdicCzNbH","","","","","29.8973","-95.6463","anonymous","EN",4,4,3,2,5,2,2,4,4,183,45,1,3,2,"",1,"",12,7,2,10,49,3,"4",4,1,"",6,6,6,6,6,6,6,2,6,5,2,5,3,2,"2","1","0","77095"
2024-05-21 06:15:48,2024-05-21 06:19:05,0,"50.201.228.202",100,197,1,2024-05-21 06:19:06,"R_3q1QSZp3ozMnvGv","","","","","29.8203","-95.4256","anonymous","EN",4,3,3,1,1,4,2,4,1,180,65,3,2,2,"",1,"",10,1,3,14,105,4,"1",1,2,"",7,7,7,6,7,7,6,6,6,3,1,5,2,1,"5","0","0","77088"
2024-05-21 06:11:32,2024-05-21 06:19:08,0,"70.177.156.126",100,455,1,2024-05-21 06:19:09,"R_7Lj82LB9F5XBbKm","","","","","32.5938","-83.642","anonymous","EN",4,2,3,2,5,4,1,5,4,150,0,2,2,2,"",2,"",10,2,2,4,10,1,"1",3,3,"",6,6,6,6,6,6,6,6,6,3,2,6,3,2,"2","0","0","31088"
2024-05-21 06:14:32,2024-05-21 06:19:14,0,"50.205.227.188",100,281,1,2024-05-21 06:19:15,"R_7wcu6zkflnmCLbA","","","","","29.4003","-94.8901","anonymous","EN",4,5,3,1,5,4,2,5,3,240,0,4,2,2,"",2,"",14,0,0,3,71,4,"4",3,2,"",7,6,6,6,6,4,6,2,6,3,2,5,1,2,"1","1","1","77591"
2024-05-21 06:12:10,2024-05-21 06:19:24,0,"174.239.50.251",100,434,1,2024-05-21 06:19:25,"R_1sbwtF83Xr3uz1b","","","","","35.4557","-84.6026","anonymous","EN",4,3,3,2,4,1,1,5,2,185,0,1,2,2,"",2,"",14,6,9,5,48,3,"2",2,2,"",7,7,7,7,6,4,2,2,2,2,2,5,3,2,"3","1","0","42240"
2024-05-21 06:06:34,2024-05-21 06:19:41,0,"64.183.189.43",100,787,1,2024-05-21 06:19:42,"R_1ri1RjhjeKaEzwh","","","","","32.8137","-96.8704","anonymous","EN",4,1,NA,NA,4,1,1,5,4,0,0,4,1,1,"",2,"",8,8,11,12,2,5,"5",3,3,"",7,4,6,7,6,6,6,4,6,5,2,4,3,1,"2","3","0","75247"
2024-05-21 06:16:37,2024-05-21 06:20:31,0,"216.194.104.241",100,233,1,2024-05-21 06:20:31,"R_5t3hKPKrinhlJKh","","","","","41.8874","-87.6318","anonymous","EN",4,5,3,2,5,4,2,5,1,110,75,1,4,2,"",1,"",12,0,0,2,130,1,"1",1,2,"",7,7,7,7,4,6,2,4,2,3,1,5,6,2,"2","1","0","60462"
2024-05-21 06:15:00,2024-05-21 06:20:37,0,"107.77.235.153",100,336,1,2024-05-21 06:20:37,"R_6JVnsiYAHNVPi1y","","","","","37.751","-97.822","anonymous","EN",4,5,3,2,4,1,5,4,2,106,56,3,3,1,"",1,"",14,0,0,0,41,1,"2",4,1,"",6,6,6,4,7,7,4,2,4,3,1,5,6,2,"1","0","0","30360"
2024-05-21 06:14:48,2024-05-21 06:21:18,0,"24.243.92.40",100,389,1,2024-05-21 06:21:18,"R_1JEhqC3ZSoSDajZ","","","","","32.9039","-96.5458","anonymous","EN",4,4,3,2,3,1,2,3,2,182,59,1,3,2,"",2,"",3,6,2,1,96,2,"3",3,2,"",7,6,7,6,7,7,6,4,4,5,2,5,3,2,"2","1","0","75043"
2024-05-21 06:16:35,2024-05-21 06:21:19,0,"104.248.2.96",100,284,1,2024-05-21 06:21:20,"R_1jJ5NxQ7OC5dZii","","","","","40.8364","-74.1403","anonymous","EN",4,5,3,1,5,4,2,5,3,119,65,1,3,2,"",1,"",9,1,6,6,67,3,"9",1,2,"",7,7,7,7,7,7,7,7,7,4,2,6,5,1,"1","0","0","61604"
2024-05-21 06:19:17,2024-05-21 06:21:47,0,"23.127.169.38",100,150,1,2024-05-21 06:21:48,"R_34NG2bZhGYXXT5n","","","","","29.6285","-98.437","anonymous","EN",4,2,3,4,5,4,2,5,2,100,0,2,2,2,"",1,"",6,0,0,7,58,4,"1",3,3,"",6,6,4,2,6,6,6,4,6,3,1,5,4,2,"3","0","0","78259"
2024-05-21 06:17:46,2024-05-21 06:22:28,0,"65.102.85.193",100,282,1,2024-05-21 06:22:29,"R_6mVHQiB8shRVnfj","","","","","38.9488","-104.7677","anonymous","EN",4,2,3,4,5,4,2,5,3,60,59,1,3,2,"",2,"",11,1,3,14,75,2,"four",2,2,"",7,7,7,4,7,7,7,7,6,5,2,6,6,2,"2","0","0","80923"
2024-05-21 06:16:23,2024-05-21 06:22:36,0,"140.177.114.80",100,373,1,2024-05-21 06:22:37,"R_6ZWXPCnEql8bgvi","","","","","42.2739","-89.0474","anonymous","EN",4,1,NA,NA,1,4,1,5,1,80,100,1,2,2,"",1,"",6,0,4,8,90,4,"1",2,3,"",7,7,7,7,7,7,6,4,7,5,1,3,3,2,"2","0","0","61107"
2024-05-21 06:17:20,2024-05-21 06:22:48,0,"73.247.158.86",100,327,1,2024-05-21 06:22:49,"R_1QGICZlimv67wLq","","","","","42.2299","-87.8426","anonymous","EN",4,3,3,2,4,1,2,4,1,223,190,1,4,2,"",1,"",10,0,0,4,106,3,"1",5,1,"",6,4,4,4,6,6,6,4,6,4,1,5,6,2,"4","0","2","60045"
2024-05-21 06:16:57,2024-05-21 06:22:48,0,"65.65.191.66",100,351,1,2024-05-21 06:22:49,"R_3gULHKMZzaD6so1","","","","","29.7215","-95.3159","anonymous","EN",4,5,3,2,5,4,3,5,4,150,61,1,3,2,"",1,"",10,0,0,7,89,1,"8",7,1,"",2,1,1,1,2,2,2,2,2,4,1,3,6,2,"2","3","0","77536"
2024-05-21 06:15:41,2024-05-21 06:23:19,0,"136.60.163.72",100,457,1,2024-05-21 06:23:19,"R_6XhY064kv9HeIVz","","","","","33.8019","-84.3861","anonymous","EN",4,4,3,1,5,4,3,5,4,100,0,2,1,1,"",2,"",11,4,6,2,65,3,"3",2,2,"",7,6,6,6,6,7,7,7,7,5,2,6,3,1,"1","0","0","30312"
2024-05-21 06:16:55,2024-05-21 06:23:23,0,"73.115.102.46",100,387,1,2024-05-21 06:23:23,"R_6dTe6Mn8Zvggowm","","","","","29.8331","-95.7498","anonymous","EN",4,3,3,1,5,4,1,5,4,120,100,3,1,1,"",2,"",7,0,0,0,38,4,"5",1,2,"",7,6,7,7,6,6,4,4,4,3,2,3,3,2,"2","0","0","77070"
2024-05-21 06:19:59,2024-05-21 06:24:16,0,"174.245.21.143",100,257,1,2024-05-21 06:24:16,"R_5Ia8Gi3Tm1nDzSJ","","","","","42.2709","-83.7268","anonymous","EN",4,5,3,2,4,1,2,5,1,50,40,1,2,3,"",2,"",4,0,10,7,25,4,"1",2,3,"",7,7,7,7,7,7,7,7,7,3,1,5,3,2,"1","0","0","30062"
2024-05-21 06:16:33,2024-05-21 06:24:21,0,"216.81.126.17",100,468,1,2024-05-21 06:24:22,"R_16Pwr9E2Y1nBULn","","","","","31.2912","-82.2654","anonymous","EN",4,3,3,1,3,1,2,4,3,300,0,1,4,2,"",2,"",8,0,4,9,57,2,"4",6,2,"",7,6,6,6,6,7,4,6,6,3,1,4,2,2,"2","0","2","31516"
2024-05-21 06:20:05,2024-05-21 06:24:56,0,"50.25.201.16",100,291,1,2024-05-21 06:24:57,"R_1oGCHgSPVqWkn5l","","","","","32.278","-101.4534","anonymous","EN",4,5,3,3,5,4,2,5,2,97,0,1,2,1,"",2,"",5,0,0,11,0,4,"1",3,3,"",6,6,2,2,6,6,6,6,6,3,1,5,3,3,"1","0","0","79720"
2024-05-21 06:20:37,2024-05-21 06:25:21,0,"69.129.237.254",100,284,1,2024-05-21 06:25:22,"R_6gl6Es74wjSiyDn","","","","","43.0782","-89.4075","anonymous","EN",4,4,3,3,5,4,2,5,3,150,96,1,2,2,"",1,"",7,4,7,2,90,1,"2",4,1,"",7,6,7,7,6,6,4,2,4,3,2,5,3,2,"1","0","0","53534"
2024-05-21 06:18:34,2024-05-21 06:26:35,0,"74.95.218.166",100,481,1,2024-05-21 06:26:36,"R_5pQ6kgw0DMvSVig","","","","","29.6918","-95.6526","anonymous","EN",4,5,3,3,5,4,2,5,4,250,30,1,2,2,"",1,"",14,4,0,7,60,5,"4",1,2,"",7,6,6,4,6,7,6,2,6,5,1,4,3,2,"3","0","0","77044"
2024-05-21 06:21:10,2024-05-21 06:26:57,0,"70.59.15.66",100,347,1,2024-05-21 06:26:58,"R_5qyQomCGAoJpBsK","","","","","39.7945","-105.0953","anonymous","EN",4,3,3,2,5,4,3,5,2,121,89,1,4,2,"",1,"",8,0,2,4,90,4,"2",2,3,"",7,7,6,7,6,6,6,6,6,4,1,5,6,2,"2","2","0","80516"
2024-05-21 06:20:44,2024-05-21 06:26:59,0,"156.146.182.156",100,375,1,2024-05-21 06:26:59,"R_7CmsC6cPnrNZa5Z","","","","","32.3578","-97.3419","anonymous","EN",4,3,3,3,4,2,2,5,3,252,50,1,2,2,"",2,"",9,4,4,4,71,4,"5",4,1,"",4,2,6,6,4,4,2,2,4,5,2,6,3,3,"5","3","0","76050"
2024-05-21 06:22:35,2024-05-21 06:27:22,0,"104.28.103.57",100,287,1,2024-05-21 06:27:23,"R_6oaIUizbPWkbglP","","","","","44.2682","-88.4265","anonymous","EN",4,5,3,2,5,4,2,5,3,150,80,1,3,2,"",1,"",14,0,0,10,50,4,"2",1,2,"",7,7,7,6,7,7,7,4,7,6,1,5,6,2,"3","0","0","54956"
2024-05-21 06:24:25,2024-05-21 06:27:39,0,"108.226.69.128",100,194,1,2024-05-21 06:27:40,"R_5QPF0T0SIi3KCid","","","","","34.111","-84.3025","anonymous","EN",4,4,3,1,4,2,2,5,3,71,32,2,3,1,"",1,"",8,0,8,7,8,1,"4",6,2,"",7,7,7,7,6,7,4,6,6,6,2,5,6,2,"2","0","0","30009"
2024-05-21 06:23:23,2024-05-21 06:28:01,0,"144.74.136.83",100,277,1,2024-05-21 06:28:02,"R_7N5hGIewz3LhRGB","","","","","41.8783","-87.6907","anonymous","EN",4,2,3,1,2,1,2,5,1,85,115,1,3,2,"",1,"",9,0,1,6,120,4,"1",6,2,"",7,7,7,7,7,7,7,7,7,3,2,6,6,2,"2","0","0","60305"
2024-05-21 06:22:59,2024-05-21 06:28:13,0,"73.20.129.244",100,313,1,2024-05-21 06:28:13,"R_3uc5EGXm5Zb4wAp","","","","","33.4734","-82.0111","anonymous","EN",4,3,3,1,5,4,1,5,3,100,100,1,1,1,"",2,"",5,1,1,7,20,5,"3",2,4,"none",6,6,6,6,6,6,6,4,6,3,2,5,1,1,"2","0","0","30901"
2024-05-21 06:23:32,2024-05-21 06:29:21,0,"76.34.9.153",100,348,1,2024-05-21 06:29:21,"R_5rJ7YFuxw5OCpLl","","","","","39.0055","-84.6006","anonymous","EN",4,3,3,2,5,4,1,5,1,87,67,1,2,1,"",1,"",5,0,0,3,47,4,"2",1,2,"",7,7,6,7,7,7,6,2,2,7,2,5,3,1,"1","0","1","41015"
2024-05-21 06:24:05,2024-05-21 06:29:27,0,"162.235.157.11",100,321,1,2024-05-21 06:29:27,"R_5k6AeXvCnsRz7bX","","","","","42.7083","-87.7987","anonymous","EN",4,3,3,1,4,4,1,5,2,230,210,1,2,2,"",2,"",8,0,1,10,85,5,"6",2,2,"",7,7,7,7,7,7,7,7,7,7,1,3,4,2,"2","1","1","53403"
2024-05-21 06:22:24,2024-05-21 06:29:33,0,"24.9.223.251",100,428,1,2024-05-21 06:29:33,"R_1sBOeI8E5SOqlTb","","","","","39.7291","-105.1897","anonymous","EN",4,3,3,2,5,4,1,5,1,96,105,1,2,2,"",1,"",10,0,1,7,62,4,"3",4,3,"",6,1,1,1,1,1,1,1,1,6,2,5,3,2,"2","0","0","80401"
2024-05-21 06:25:20,2024-05-21 06:29:43,0,"190.93.66.113",100,263,1,2024-05-21 06:29:44,"R_6HoajFkPk8Imjrs","","","","","25.7689","-80.1946","anonymous","EN",4,4,3,1,4,1,2,4,2,114,81,1,2,1,"",2,"",13,0,0,2,69,3,"1",3,1,"",7,7,7,7,7,7,4,1,4,3,1,5,6,1,"2","1","0","60620"
2024-05-21 06:25:19,2024-05-21 06:31:03,0,"98.213.51.164",100,344,1,2024-05-21 06:31:04,"R_35B7oG2CgyZdTz3","","","","","42.055","-87.6951","anonymous","EN",4,2,2,1,4,2,2,4,2,108,0,1,1,1,"",2,"",14,0,0,5,0,2,"2",1,2,"",7,7,7,7,6,7,6,6,6,3,2,6,2,2,"2","0","0","60201"
2024-05-21 06:27:54,2024-05-21 06:31:30,0,"174.73.240.204",100,215,1,2024-05-21 06:31:30,"R_7zwIPHKDWsqXztI","","","","","32.0989","-110.727","anonymous","EN",4,3,3,1,5,4,2,5,2,0,0,2,3,2,"",2,"",1,4,1,2,36,4,"7",3,3,"",7,6,7,6,6,6,4,2,4,6,1,5,5,2,"1","0","0","85747"
2024-05-21 06:27:22,2024-05-21 06:31:32,0,"108.211.232.66",100,250,1,2024-05-21 06:31:33,"R_1AFhLThVpmgpVfD","","","","","38.22","-85.6942","anonymous","EN",4,4,3,2,4,1,3,4,3,123,35,1,2,1,"",1,"",3,5,2,7,25,4,"2",6,2,"",7,7,7,7,7,7,7,7,7,4,1,5,5,1,"2","0","0","40202"
2024-05-21 06:26:57,2024-05-21 06:32:03,0,"173.173.219.180",100,306,1,2024-05-21 06:32:03,"R_3ENlPmWGX3hBFzb","","","","","26.1813","-97.7483","anonymous","EN",4,5,3,3,5,4,2,5,4,300,3,1,2,1,"",2,"",8,0,0,10,0,3,"7",2,2,"",7,6,7,7,7,7,6,4,6,5,1,3,4,2,"2","3","0","78550"
2024-05-21 06:24:32,2024-05-21 06:33:26,0,"108.209.250.9",100,533,1,2024-05-21 06:33:26,"R_7AWpoaVmARcGcOj","","","","","41.804","-87.707","anonymous","EN",4,2,3,4,5,4,1,5,3,150,90,1,4,2,"",1,"",14,0,0,14,130,3,"10",4,1,"",4,2,2,2,4,6,4,1,4,6,2,2,4,1,"2","0","0","60609"
2024-05-21 06:20:05,2024-05-21 06:33:46,0,"172.59.196.20",100,821,1,2024-05-21 06:33:47,"R_7I71HLab97LuDFn","","","","","32.8785","-96.7477","anonymous","EN",4,4,3,2,5,4,2,5,2,76,45,1,3,2,"",1,"",5,0,0,10,75,3,"2",2,2,"",6,4,6,6,6,4,4,4,4,4,2,2,4,2,"2","3","0","76084"
2024-05-21 06:31:01,2024-05-21 06:34:00,0,"98.100.77.131",100,178,1,2024-05-21 06:34:00,"R_31pRivrxlS6V3o5","","","","","38.3736","-85.4513","anonymous","EN",4,5,3,2,5,4,2,5,4,115,0,1,2,1,"",2,"",5,0,0,13,0,1,"4",4,1,"",4,6,6,6,6,4,4,1,4,4,2,5,2,2,"1","2","0","40010"
2024-05-21 06:31:17,2024-05-21 06:34:06,0,"71.57.100.76",100,168,1,2024-05-21 06:34:07,"R_1RMRM1cjG1BAv85","","","","","41.7083","-87.9764","anonymous","EN",4,2,3,1,5,4,2,5,2,70,31,1,2,1,"",1,"",3,5,5,6,2,4,"4",1,1,"",7,4,6,4,7,7,7,4,7,4,2,5,3,2,"2","1","0","60441"
2024-05-21 06:29:09,2024-05-21 06:34:16,0,"71.128.6.131",100,306,1,2024-05-21 06:34:17,"R_3QomJ2KUX5AlkrF","","","","","33.1794","-96.9538","anonymous","EN",4,1,NA,NA,4,2,1,4,4,101,0,1,2,2,"",2,"",8,0,0,8,20,4,"1",1,3,"",7,7,7,7,7,6,4,7,4,3,1,3,2,2,"4","0","0","75068"
2024-05-21 06:26:31,2024-05-21 06:34:29,0,"99.42.41.84",100,477,1,2024-05-21 06:34:29,"R_1cdVzi7qD4hgAKm","","","","","29.9762","-95.6401","anonymous","EN",4,4,3,2,4,2,2,4,4,300,0,2,4,2,"",2,"",14,0,7,2,0,4,"1",3,3,"",7,6,7,7,7,7,7,7,7,4,5,4,2,2,"1","0","0","77375"
2024-05-21 06:31:13,2024-05-21 06:35:13,0,"162.221.219.94",100,240,1,2024-05-21 06:35:14,"R_6JLbwvLyYg2U4g8","","","","","37.9824","-84.4797","anonymous","EN",4,1,NA,NA,2,1,2,4,4,150,35,1,2,3,"",1,"",10,0,2,10,0,5,"2",6,2,"",7,6,7,7,7,7,7,2,4,6,2,3,2,1,"3","0","0","40517"
2024-05-21 06:30:28,2024-05-21 06:35:50,0,"172.59.81.64",100,322,1,2024-05-21 06:35:50,"R_3uvt7MSDT6aIXIJ","","","","","38.1608","-85.7807","anonymous","EN",4,4,3,2,4,1,2,5,1,105,32,2,2,2,"",2,"",6,0,0,8,47,4,"2",2,2,"",7,6,6,4,6,7,4,4,4,5,1,5,2,1,"1","0","0","40208"
